You are negotiating an NFL fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), rationale (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
Christian McCaffrey | RB | 18.6
Tyler Allgeier | RB | 5.6
Kareem Hunt | RB | 4.8
Zach Charbonnet | RB | 8.0
Blake Corum | RB | 2.4
Kendre Miller | RB | 3.5
Jaydon Blue | RB | 5.3
Tyrone Tracy Jr. | RB | 11.0
Rome Odunze | WR | 11.6
Christian Kirk | WR | 7.8
Darius Slayton | WR | 6.6
Brandin Cooks | WR | 5.4
Zay Flowers | WR | 13.1
Troy Franklin | WR | 4.0
Michael Wilson | WR | 6.9
Jaxon Smith-Njigba | WR | 13.8
Zach Ertz | TE | 8.1
Brenton Strange | TE | 7.7
Dalton Kincaid | TE | 8.6
Colston Loveland | TE | 7.8
Sam Darnold | QB | 15.3
Michael Penix Jr. | QB | 15.2
J.J. McCarthy | QB | 16.7
Lamar Jackson | QB | 21.6

Team B Roster (name | pos | proj):
MarShawn Lloyd | RB | 3.3
Quinshon Judkins | RB | 5.0
Ashton Jeanty | RB | 15.5
Javonte Williams | RB | 8.8
Elijah Mitchell | RB | 2.7
Samaje Perine | RB | 3.5
Tank Bigsby | RB | 7.4
Jaylen Warren | RB | 11.0
Curtis Samuel | WR | 4.0
Tee Higgins | WR | 14.4
Marquise Brown | WR | 10.1
Greg Dortch | WR | 3.9
Nico Collins | WR | 15.9
Davante Adams | WR | 13.4
Demarcus Robinson | WR | 4.9
Marvin Harrison Jr. | WR | 13.3
T.J. Hockenson | TE | 10.7
Dalton Schultz | TE | 7.0
Dallas Goedert | TE | 9.2
Brock Bowers | TE | 14.4
Kyler Murray | QB | 18.5
Tua Tagovailoa | QB | 15.5
Justin Herbert | QB | 16.6
Jalen Hurts | QB | 22.0

Task: Your goal is to improve Team A while proposing a trade that Team B is likely to accept. Explicitly consider Team B's needs and incentives before proposing. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
