You are negotiating an NFL fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), rationale (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
Josh Jacobs | RB | 15.5
Elijah Mitchell | RB | 2.7
Rico Dowdle | RB | 5.1
Samaje Perine | RB | 3.5
Breece Hall | RB | 12.7
Raheem Mostert | RB | 3.3
Bijan Robinson | RB | 18.5
Zach Charbonnet | RB | 8.0
Marvin Harrison Jr. | WR | 13.3
Darnell Mooney | WR | 9.8
Terry McLaurin | WR | 14.3
Travis Hunter | WR | 12.7
DeMario Douglas | WR | 7.6
Calvin Austin III | WR | 5.5
Tutu Atwell | WR | 5.6
Jakobi Meyers | WR | 11.5
Travis Kelce | TE | 11.0
Will Dissly | TE | 4.1
Elijah Arroyo | TE | 6.4
Tyler Conklin | TE | 4.9
Lamar Jackson | QB | 21.6
Patrick Mahomes II | QB | 19.9
Dak Prescott | QB | 16.4
Russell Wilson | QB | 15.4

Team B Roster (name | pos | proj):
Austin Ekeler | RB | 8.2
Aaron Jones Sr. | RB | 11.5
Chase Brown | RB | 15.4
Tyler Allgeier | RB | 5.6
Jaylen Wright | RB | 5.0
Tyjae Spears | RB | 7.5
Saquon Barkley | RB | 19.3
Rachaad White | RB | 8.1
Rashee Rice | WR | 6.7
Ricky Pearsall | WR | 11.1
Marquez Valdes-Scantling | WR | 4.5
Jalen Nailor | WR | 6.6
Jayden Reed | WR | 11.0
A.J. Brown | WR | 15.7
Adonai Mitchell | WR | 5.1
Jerry Jeudy | WR | 12.4
Dalton Kincaid | TE | 8.6
David Njoku | TE | 10.6
George Kittle | TE | 13.2
AJ Barner | TE | 4.7
Caleb Williams | QB | 16.1
Jayden Daniels | QB | 21.4
Anthony Richardson Sr. | QB | 13.8
Kenny Pickett | QB | 15.9

Task: Propose a trade to maximize Team A's projected points. Do not consider Team B's perspective. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
