You are negotiating a fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), reasoning (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
Rachaad White | RB | 8.1
Bijan Robinson | RB | 18.5
MarShawn Lloyd | RB | 3.3
Quinshon Judkins | RB | 5.0
De'Von Achane | RB | 17.1
Elijah Mitchell | RB | 2.7
Ashton Jeanty | RB | 15.5
Travis Etienne Jr. | RB | 10.0
Nico Collins | WR | 15.9
Nick Westbrook-Ikhine | WR | 5.5
Jalen Coker | WR | 5.0
Tyler Lockett | WR | 6.0
Pat Bryant | WR | 4.5
George Pickens | WR | 12.1
Jaxon Smith-Njigba | WR | 13.8
Curtis Samuel | WR | 4.0
Darren Waller | TE | 7.2
Noah Gray | TE | 5.0
Jake Ferguson | TE | 8.5
Mason Taylor | TE | 7.0
Caleb Williams | QB | 16.1
Josh Allen | QB | 21.8
Tua Tagovailoa | QB | 15.5
Dak Prescott | QB | 16.4

Team B Roster (name | pos | proj):
Braelon Allen | RB | 4.2
TreVeyon Henderson | RB | 12.2
Rico Dowdle | RB | 5.1
Miles Sanders | RB | 4.0
Christian McCaffrey | RB | 18.6
Jaylen Wright | RB | 5.0
Kareem Hunt | RB | 4.8
Josh Jacobs | RB | 15.5
Calvin Austin III | WR | 5.5
DK Metcalf | WR | 12.7
Tee Higgins | WR | 14.4
KaVontae Turpin | WR | 4.2
Darnell Mooney | WR | 9.8
A.J. Brown | WR | 15.7
Jauan Jennings | WR | 12.2
Ricky Pearsall | WR | 11.1
Hunter Henry | TE | 8.3
Zach Ertz | TE | 8.1
Mike Gesicki | TE | 7.1
Trey McBride | TE | 14.6
Sam Darnold | QB | 15.3
Anthony Richardson Sr. | QB | 13.8
Patrick Mahomes II | QB | 19.9
J.J. McCarthy | QB | 16.7

Task: You are the manager of Team A. Your goal is to improve Team A by proposing a mutually beneficial trade with Team B that Team B is likely to accept. Consider what team B needs or might accept. You may offer any players from your own team in exchange for players on Team B's roster. Carefully analyze both teams rosters, including positional strengths and weaknesses. Your trade should consider Team B's perspective which includes their positional needs and likely willingness to accept the trade and also be fair and realistic. Your task is to propose a trade and clearly state which player(s) each team would give and receive. Think step by step through your analysis. After, write a detailed explanation on why the trade benefits both teams, what needs each team is addressing and why Team B is likely to accept the trade. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
