You are negotiating an NFL fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), rationale (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
Chase Brown | RB | 15.4
Woody Marks | RB | 3.3
Raheem Mostert | RB | 3.3
Jaylen Wright | RB | 5.0
Jaydon Blue | RB | 5.3
Saquon Barkley | RB | 19.3
Braelon Allen | RB | 4.2
Jerome Ford | RB | 9.0
DeVonta Smith | WR | 13.0
Nick Westbrook-Ikhine | WR | 5.5
Zay Flowers | WR | 13.1
Justin Jefferson | WR | 18.4
Alec Pierce | WR | 5.8
Davante Adams | WR | 13.4
Rome Odunze | WR | 11.6
Keon Coleman | WR | 10.0
Zach Ertz | TE | 8.1
Jake Ferguson | TE | 8.5
Tucker Kraft | TE | 8.8
Juwan Johnson | TE | 5.6
Baker Mayfield | QB | 19.2
Cameron Ward | QB | 13.9
Patrick Mahomes II | QB | 19.9
C.J. Stroud | QB | 16.2

Team B Roster (name | pos | proj):
J.K. Dobbins | RB | 10.9
Kareem Hunt | RB | 4.8
Alvin Kamara | RB | 14.7
D'Andre Swift | RB | 11.4
MarShawn Lloyd | RB | 3.3
Derrick Henry | RB | 16.2
Kyle Monangai | RB | 2.4
TreVeyon Henderson | RB | 12.2
Tre' Harris | WR | 6.7
Terry McLaurin | WR | 14.3
Amon-Ra St. Brown | WR | 16.9
Calvin Austin III | WR | 5.5
KaVontae Turpin | WR | 4.2
CeeDee Lamb | WR | 17.4
Marquez Valdes-Scantling | WR | 4.5
Jaylen Waddle | WR | 11.7
Dalton Kincaid | TE | 8.6
Ja'Tavion Sanders | TE | 6.0
Cole Kmet | TE | 3.9
Tyler Warren | TE | 8.2
Drake Maye | QB | 17.1
Kyler Murray | QB | 18.5
Brock Purdy | QB | 17.7
Geno Smith | QB | 14.4

Task: First, internally simulate what Team B would accept given its roster, then propose a trade from Team A accordingly. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
