You are negotiating an NFL fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), rationale (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
Kendre Miller | RB | 3.5
RJ Harvey | RB | 11.8
J.K. Dobbins | RB | 10.9
Braelon Allen | RB | 4.2
Ashton Jeanty | RB | 15.5
Raheem Mostert | RB | 3.3
Rhamondre Stevenson | RB | 10.3
Najee Harris | RB | 6.7
Josh Reynolds | WR | 6.1
Courtland Sutton | WR | 12.9
Demarcus Robinson | WR | 4.9
Quentin Johnston | WR | 6.3
Troy Franklin | WR | 4.0
Cooper Kupp | WR | 11.1
Adonai Mitchell | WR | 5.1
Noah Brown | WR | 4.3
Darren Waller | TE | 7.2
Chig Okonkwo | TE | 7.0
Trey McBride | TE | 14.6
Isaiah Likely | TE | 5.5
J.J. McCarthy | QB | 16.7
Anthony Richardson Sr. | QB | 13.8
Lamar Jackson | QB | 21.6
Dak Prescott | QB | 16.4

Team B Roster (name | pos | proj):
Jonathan Taylor | RB | 16.2
Jordan Mason | RB | 7.4
Joe Mixon | RB | 8.9
Isiah Pacheco | RB | 11.5
Samaje Perine | RB | 3.5
Nick Chubb | RB | 4.7
De'Von Achane | RB | 17.1
Cam Skattebo | RB | 7.8
Marvin Mims Jr. | WR | 9.2
Wan'Dale Robinson | WR | 8.5
Dyami Brown | WR | 6.7
George Pickens | WR | 12.1
Chris Godwin | WR | 4.8
Adam Thielen | WR | 9.0
Rashee Rice | WR | 6.7
Xavier Worthy | WR | 14.9
Pat Freiermuth | TE | 7.1
Mark Andrews | TE | 10.8
Will Dissly | TE | 4.1
Kyle Pitts Sr. | TE | 8.0
C.J. Stroud | QB | 16.2
Josh Allen | QB | 21.8
Tua Tagovailoa | QB | 15.5
Trevor Lawrence | QB | 17.9

Task: Your goal is to improve Team A while proposing a trade that Team B is likely to accept. Explicitly consider Team B's needs and incentives before proposing. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
