You are negotiating an NFL fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), rationale (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
De'Von Achane | RB | 17.1
Jaylen Wright | RB | 5.0
Woody Marks | RB | 3.3
Travis Etienne Jr. | RB | 10.0
Trey Benson | RB | 7.6
Will Shipley | RB | 3.7
Alvin Kamara | RB | 14.7
Kyle Monangai | RB | 2.4
DeVonta Smith | WR | 13.0
Nico Collins | WR | 15.9
Malik Nabers | WR | 16.7
Chris Olave | WR | 10.9
Troy Franklin | WR | 4.0
Xavier Worthy | WR | 14.9
Demarcus Robinson | WR | 4.9
Marvin Harrison Jr. | WR | 13.3
Mike Gesicki | TE | 7.1
Mark Andrews | TE | 10.8
Chig Okonkwo | TE | 7.0
Evan Engram | TE | 9.7
Matthew Stafford | QB | 15.3
Sam Darnold | QB | 15.3
J.J. McCarthy | QB | 16.7
Dak Prescott | QB | 16.4

Team B Roster (name | pos | proj):
Saquon Barkley | RB | 19.3
James Cook | RB | 14.2
James Conner | RB | 14.1
Braelon Allen | RB | 4.2
Javonte Williams | RB | 8.8
Aaron Jones Sr. | RB | 11.5
Nick Chubb | RB | 4.7
Tyler Allgeier | RB | 5.6
Jalen Nailor | WR | 6.6
Rashod Bateman | WR | 8.5
George Pickens | WR | 12.1
Davante Adams | WR | 13.4
Luther Burden III | WR | 7.8
Christian Kirk | WR | 7.8
Jalen Royals | WR | 4.1
Dyami Brown | WR | 6.7
Dalton Schultz | TE | 7.0
Cade Otton | TE | 7.7
Zach Ertz | TE | 8.1
Dallas Goedert | TE | 9.2
Jared Goff | QB | 16.2
Josh Allen | QB | 21.8
Patrick Mahomes II | QB | 19.9
Jayden Daniels | QB | 21.4

Task: Your goal is to improve Team A while proposing a trade that Team B is likely to accept. Explicitly consider Team B's needs and incentives before proposing. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
