You are negotiating a fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), reasoning (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
MarShawn Lloyd | RB | 3.3
Elijah Mitchell | RB | 2.7
Kaleb Johnson | RB | 10.7
Isaac Guerendo | RB | 4.2
Travis Etienne Jr. | RB | 10.0
Rhamondre Stevenson | RB | 10.3
Najee Harris | RB | 6.7
Austin Ekeler | RB | 8.2
Wan'Dale Robinson | WR | 8.5
Jayden Higgins | WR | 9.5
Mike Evans | WR | 14.6
Michael Pittman Jr. | WR | 10.3
Marvin Mims Jr. | WR | 9.2
Troy Franklin | WR | 4.0
Luther Burden III | WR | 7.8
Xavier Worthy | WR | 14.9
Tyler Warren | TE | 8.2
Jonnu Smith | TE | 6.8
Dalton Schultz | TE | 7.0
Travis Kelce | TE | 11.0
Bryce Young | QB | 15.5
Justin Fields | QB | 15.8
Patrick Mahomes II | QB | 19.9
Brock Purdy | QB | 17.7

Team B Roster (name | pos | proj):
Nick Chubb | RB | 4.7
James Conner | RB | 14.1
Zach Charbonnet | RB | 8.0
Miles Sanders | RB | 4.0
RJ Harvey | RB | 11.8
Aaron Jones Sr. | RB | 11.5
David Montgomery | RB | 11.5
Kenneth Walker III | RB | 13.7
DeAndre Hopkins | WR | 5.7
Keon Coleman | WR | 10.0
Matthew Golden | WR | 11.6
Tetairoa McMillan | WR | 12.4
Jauan Jennings | WR | 12.2
Ray-Ray McCloud III | WR | 5.1
Brian Thomas Jr. | WR | 16.0
Rashod Bateman | WR | 8.5
Mark Andrews | TE | 10.8
David Njoku | TE | 10.6
Dallas Goedert | TE | 9.2
Isaiah Likely | TE | 5.5
Drake Maye | QB | 17.1
Jalen Hurts | QB | 22.0
C.J. Stroud | QB | 16.2
Dak Prescott | QB | 16.4

Task: You are the manager of Team A. Your goal is to improve Team A by proposing a mutually beneficial trade with Team B that Team B is likely to accept. Consider what team B needs or might accept. You may offer any players from your own team in exchange for players on Team B's roster. Carefully analyze both teams rosters, including positional strengths and weaknesses. Your trade should consider Team B's perspective which includes their positional needs and likely willingness to accept the trade and also be fair and realistic. Your task is to propose a trade and clearly state which player(s) each team would give and receive. Think step by step through your analysis. After, write a detailed explanation on why the trade benefits both teams, what needs each team is addressing and why Team B is likely to accept the trade. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
