You are negotiating a fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), reasoning (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
Tony Pollard | RB | 10.4
David Montgomery | RB | 11.5
Ty Johnson | RB | 4.2
Kareem Hunt | RB | 4.8
Ray Davis | RB | 5.9
Saquon Barkley | RB | 19.3
Tyrone Tracy Jr. | RB | 11.0
Aaron Jones Sr. | RB | 11.5
Terry McLaurin | WR | 14.3
Calvin Ridley | WR | 11.8
Josh Downs | WR | 9.9
Ricky Pearsall | WR | 11.1
Kyle Williams | WR | 6.6
Greg Dortch | WR | 3.9
Jalen Royals | WR | 4.1
DK Metcalf | WR | 12.7
Brock Bowers | TE | 14.4
Darren Waller | TE | 7.2
Mason Taylor | TE | 7.0
George Kittle | TE | 13.2
Michael Penix Jr. | QB | 15.2
Matthew Stafford | QB | 15.3
J.J. McCarthy | QB | 16.7
Justin Herbert | QB | 16.6

Team B Roster (name | pos | proj):
Austin Ekeler | RB | 8.2
Ashton Jeanty | RB | 15.5
Bijan Robinson | RB | 18.5
Isiah Pacheco | RB | 11.5
Quinshon Judkins | RB | 5.0
TreVeyon Henderson | RB | 12.2
RJ Harvey | RB | 11.8
Elijah Mitchell | RB | 2.7
Michael Wilson | WR | 6.9
Ray-Ray McCloud III | WR | 5.1
Jalen Tolbert | WR | 4.3
Zay Flowers | WR | 13.1
Dyami Brown | WR | 6.7
Khalil Shakir | WR | 11.7
Tetairoa McMillan | WR | 12.4
Jaylin Noel | WR | 4.8
Mike Gesicki | TE | 7.1
Dalton Schultz | TE | 7.0
Tucker Kraft | TE | 8.8
Theo Johnson | TE | 6.9
Jalen Hurts | QB | 22.0
Justin Fields | QB | 15.8
Baker Mayfield | QB | 19.2
Bryce Young | QB | 15.5

Task: You are the manager of Team A. Your goal is to improve Team A by proposing a mutually beneficial trade with Team B that Team B is likely to accept. Consider what team B needs or might accept. You may offer any players from your own team in exchange for players on Team B's roster. Carefully analyze both teams rosters, including positional strengths and weaknesses. Your trade should consider Team B's perspective which includes their positional needs and likely willingness to accept the trade and also be fair and realistic. Your task is to propose a trade and clearly state which player(s) each team would give and receive. Think step by step through your analysis. After, write a detailed explanation on why the trade benefits both teams, what needs each team is addressing and why Team B is likely to accept the trade. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
