You are negotiating an NFL fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), rationale (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
Christian McCaffrey | RB | 18.6
D'Andre Swift | RB | 11.4
Tyjae Spears | RB | 7.5
Jordan Mason | RB | 7.4
David Montgomery | RB | 11.5
Will Shipley | RB | 3.7
Kenneth Walker III | RB | 13.7
Kendre Miller | RB | 3.5
Tee Higgins | WR | 14.4
Marquise Brown | WR | 10.1
Rashee Rice | WR | 6.7
Dyami Brown | WR | 6.7
Darius Slayton | WR | 6.6
Marvin Harrison Jr. | WR | 13.3
Courtland Sutton | WR | 12.9
Michael Wilson | WR | 6.9
Chig Okonkwo | TE | 7.0
David Njoku | TE | 10.6
Mason Taylor | TE | 7.0
Brenton Strange | TE | 7.7
Kenny Pickett | QB | 15.9
Matthew Stafford | QB | 15.3
Geno Smith | QB | 14.4
Bo Nix | QB | 18.8

Team B Roster (name | pos | proj):
Kyle Monangai | RB | 2.4
Rico Dowdle | RB | 5.1
Tyrone Tracy Jr. | RB | 11.0
Isaac Guerendo | RB | 4.2
Jaylen Warren | RB | 11.0
Austin Ekeler | RB | 8.2
RJ Harvey | RB | 11.8
Najee Harris | RB | 6.7
Keenan Allen | WR | 9.1
Stefon Diggs | WR | 10.6
George Pickens | WR | 12.1
Greg Dortch | WR | 3.9
Nico Collins | WR | 15.9
Cedric Tillman | WR | 8.2
Pat Bryant | WR | 4.5
Wan'Dale Robinson | WR | 8.5
Tyler Higbee | TE | 6.7
Colston Loveland | TE | 7.8
Ja'Tavion Sanders | TE | 6.0
AJ Barner | TE | 4.7
Joe Burrow | QB | 20.0
Cameron Ward | QB | 13.9
Kyler Murray | QB | 18.5
Tua Tagovailoa | QB | 15.5

Task: First, internally simulate what Team B would accept given its roster, then propose a trade from Team A accordingly. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
