You are negotiating an NFL fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), rationale (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
Dylan Sampson | RB | 6.0
Kenneth Walker III | RB | 13.7
Jaylen Wright | RB | 5.0
J.K. Dobbins | RB | 10.9
Derrick Henry | RB | 16.2
Joe Mixon | RB | 8.9
Will Shipley | RB | 3.7
MarShawn Lloyd | RB | 3.3
Matthew Golden | WR | 11.6
Darius Slayton | WR | 6.6
Adonai Mitchell | WR | 5.1
Ricky Pearsall | WR | 11.1
Nick Westbrook-Ikhine | WR | 5.5
Jayden Reed | WR | 11.0
Jaylin Noel | WR | 4.8
DeMario Douglas | WR | 7.6
Noah Gray | TE | 5.0
Noah Fant | TE | 4.6
Brenton Strange | TE | 7.7
Evan Engram | TE | 9.7
Brock Purdy | QB | 17.7
Patrick Mahomes II | QB | 19.9
Sam Darnold | QB | 15.3
Jordan Love | QB | 16.3

Team B Roster (name | pos | proj):
Kyle Monangai | RB | 2.4
Ashton Jeanty | RB | 15.5
Tyrone Tracy Jr. | RB | 11.0
Kendre Miller | RB | 3.5
Tony Pollard | RB | 10.4
Rhamondre Stevenson | RB | 10.3
Raheem Mostert | RB | 3.3
Jahmyr Gibbs | RB | 17.9
George Pickens | WR | 12.1
Jalen Tolbert | WR | 4.3
Christian Kirk | WR | 7.8
Drake London | WR | 15.2
Diontae Johnson | WR | 5.4
Darnell Mooney | WR | 9.8
Jalen Nailor | WR | 6.6
Davante Adams | WR | 13.4
Hunter Henry | TE | 8.3
Tyler Warren | TE | 8.2
Brock Bowers | TE | 14.4
Mike Gesicki | TE | 7.1
C.J. Stroud | QB | 16.2
Baker Mayfield | QB | 19.2
Trevor Lawrence | QB | 17.9
Tua Tagovailoa | QB | 15.5

Task: First, internally simulate what Team B would accept given its roster, then propose a trade from Team A accordingly. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
