You are negotiating an NFL fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), rationale (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
Roschon Johnson | RB | 5.3
Chase Brown | RB | 15.4
Kareem Hunt | RB | 4.8
Braelon Allen | RB | 4.2
Raheem Mostert | RB | 3.3
MarShawn Lloyd | RB | 3.3
Jonathan Taylor | RB | 16.2
Quinshon Judkins | RB | 5.0
Wan'Dale Robinson | WR | 8.5
Tee Higgins | WR | 14.4
Keon Coleman | WR | 10.0
Drake London | WR | 15.2
Brandin Cooks | WR | 5.4
Matthew Golden | WR | 11.6
CeeDee Lamb | WR | 17.4
Greg Dortch | WR | 3.9
Tyler Higbee | TE | 6.7
Jake Ferguson | TE | 8.5
Trey McBride | TE | 14.6
Will Dissly | TE | 4.1
Matthew Stafford | QB | 15.3
Baker Mayfield | QB | 19.2
Drake Maye | QB | 17.1
Tua Tagovailoa | QB | 15.5

Team B Roster (name | pos | proj):
Bucky Irving | RB | 16.3
Aaron Jones Sr. | RB | 11.5
Miles Sanders | RB | 4.0
Isaac Guerendo | RB | 4.2
RJ Harvey | RB | 11.8
Zach Charbonnet | RB | 8.0
Javonte Williams | RB | 8.8
Tyjae Spears | RB | 7.5
Chris Godwin | WR | 4.8
Jalen Tolbert | WR | 4.3
Ricky Pearsall | WR | 11.1
Jaylin Noel | WR | 4.8
Brian Thomas Jr. | WR | 16.0
Noah Brown | WR | 4.3
Deebo Samuel Sr. | WR | 11.5
Michael Wilson | WR | 6.9
Sam LaPorta | TE | 11.2
Brenton Strange | TE | 7.7
Dallas Goedert | TE | 9.2
Evan Engram | TE | 9.7
Russell Wilson | QB | 15.4
Jordan Love | QB | 16.3
Geno Smith | QB | 14.4
Cameron Ward | QB | 13.9

Task: Propose a mutually beneficial trade. Infer what Team B might value from the rosters; do not state assumptions explicitly. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
