You are negotiating an NFL fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), rationale (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
Roschon Johnson | RB | 5.3
Tyjae Spears | RB | 7.5
Omarion Hampton | RB | 14.0
RJ Harvey | RB | 11.8
Kyle Monangai | RB | 2.4
James Cook | RB | 14.2
Kyren Williams | RB | 15.2
Rico Dowdle | RB | 5.1
Michael Pittman Jr. | WR | 10.3
Tee Higgins | WR | 14.4
Rashod Bateman | WR | 8.5
DeVonta Smith | WR | 13.0
KaVontae Turpin | WR | 4.2
Josh Downs | WR | 9.9
Tutu Atwell | WR | 5.6
Calvin Ridley | WR | 11.8
Dalton Kincaid | TE | 8.6
Noah Gray | TE | 5.0
Tucker Kraft | TE | 8.8
Dalton Schultz | TE | 7.0
Brock Purdy | QB | 17.7
Cameron Ward | QB | 13.9
Josh Allen | QB | 21.8
Jalen Hurts | QB | 22.0

Team B Roster (name | pos | proj):
Miles Sanders | RB | 4.0
Tyler Allgeier | RB | 5.6
Josh Jacobs | RB | 15.5
Bucky Irving | RB | 16.3
Ashton Jeanty | RB | 15.5
Joe Mixon | RB | 8.9
MarShawn Lloyd | RB | 3.3
Chuba Hubbard | RB | 13.8
Amon-Ra St. Brown | WR | 16.9
Michael Wilson | WR | 6.9
Calvin Austin III | WR | 5.5
CeeDee Lamb | WR | 17.4
Allen Lazard | WR | 4.4
Adonai Mitchell | WR | 5.1
Brian Thomas Jr. | WR | 16.0
DJ Moore | WR | 13.1
Tyler Higbee | TE | 6.7
AJ Barner | TE | 4.7
Hunter Henry | TE | 8.3
Theo Johnson | TE | 6.9
C.J. Stroud | QB | 16.2
Justin Herbert | QB | 16.6
Baker Mayfield | QB | 19.2
Caleb Williams | QB | 16.1

Task: First, internally simulate what Team B would accept given its roster, then propose a trade from Team A accordingly. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
