You are negotiating an NFL fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), rationale (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
Rachaad White | RB | 8.1
Miles Sanders | RB | 4.0
Najee Harris | RB | 6.7
Kyle Monangai | RB | 2.4
Tank Bigsby | RB | 7.4
J.K. Dobbins | RB | 10.9
Kenneth Walker III | RB | 13.7
Alvin Kamara | RB | 14.7
Tutu Atwell | WR | 5.6
A.J. Brown | WR | 15.7
KaVontae Turpin | WR | 4.2
Ladd McConkey | WR | 14.6
Tre' Harris | WR | 6.7
Jalen Coker | WR | 5.0
Calvin Ridley | WR | 11.8
Darnell Mooney | WR | 9.8
Sam LaPorta | TE | 11.2
Brenton Strange | TE | 7.7
Will Dissly | TE | 4.1
AJ Barner | TE | 4.7
Joe Burrow | QB | 20.0
Justin Herbert | QB | 16.6
Russell Wilson | QB | 15.4
Josh Allen | QB | 21.8

Team B Roster (name | pos | proj):
Tyler Allgeier | RB | 5.6
Zach Charbonnet | RB | 8.0
Bijan Robinson | RB | 18.5
Jaylen Warren | RB | 11.0
RJ Harvey | RB | 11.8
Jerome Ford | RB | 9.0
Trey Benson | RB | 7.6
Saquon Barkley | RB | 19.3
Nico Collins | WR | 15.9
Adam Thielen | WR | 9.0
Ricky Pearsall | WR | 11.1
Josh Downs | WR | 9.9
Xavier Legette | WR | 7.4
Christian Kirk | WR | 7.8
Travis Hunter | WR | 12.7
Mike Evans | WR | 14.6
Hunter Henry | TE | 8.3
Brock Bowers | TE | 14.4
George Kittle | TE | 13.2
Tucker Kraft | TE | 8.8
Jayden Daniels | QB | 21.4
Patrick Mahomes II | QB | 19.9
Kyler Murray | QB | 18.5
Trevor Lawrence | QB | 17.9

Task: First, internally simulate what Team B would accept given its roster, then propose a trade from Team A accordingly. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
