You are negotiating a fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), reasoning (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
Ray Davis | RB | 5.9
Javonte Williams | RB | 8.8
Roschon Johnson | RB | 5.3
Zach Charbonnet | RB | 8.0
Nick Chubb | RB | 4.7
Bijan Robinson | RB | 18.5
Omarion Hampton | RB | 14.0
Trey Benson | RB | 7.6
Josh Reynolds | WR | 6.1
Tre' Harris | WR | 6.7
Christian Kirk | WR | 7.8
Davante Adams | WR | 13.4
Malik Nabers | WR | 16.7
Jalen Nailor | WR | 6.6
Matthew Golden | WR | 11.6
Jayden Higgins | WR | 9.5
Will Dissly | TE | 4.1
Michael Mayer | TE | 4.0
Theo Johnson | TE | 6.9
Noah Gray | TE | 5.0
Kyler Murray | QB | 18.5
Baker Mayfield | QB | 19.2
Jordan Love | QB | 16.3
Geno Smith | QB | 14.4

Team B Roster (name | pos | proj):
Tony Pollard | RB | 10.4
Miles Sanders | RB | 4.0
Isiah Pacheco | RB | 11.5
Breece Hall | RB | 12.7
Will Shipley | RB | 3.7
TreVeyon Henderson | RB | 12.2
Kenneth Walker III | RB | 13.7
Blake Corum | RB | 2.4
Mike Evans | WR | 14.6
DeAndre Hopkins | WR | 5.7
Michael Pittman Jr. | WR | 10.3
Jalen Coker | WR | 5.0
Marquise Brown | WR | 10.1
Jauan Jennings | WR | 12.2
Marvin Mims Jr. | WR | 9.2
Rashid Shaheed | WR | 9.8
Mason Taylor | TE | 7.0
Dalton Schultz | TE | 7.0
Tyler Higbee | TE | 6.7
David Njoku | TE | 10.6
Jayden Daniels | QB | 21.4
Brock Purdy | QB | 17.7
Cameron Ward | QB | 13.9
Caleb Williams | QB | 16.1

Task: You are the manager of Team A. Your goal is to improve Team A by proposing a mutually beneficial trade with Team B that Team B is likely to accept. Consider what team B needs or might accept. You may offer any players from your own team in exchange for players on Team B's roster. Carefully analyze both teams rosters, including positional strengths and weaknesses. Your trade should consider Team B's perspective which includes their positional needs and likely willingness to accept the trade and also be fair and realistic. Your task is to propose a trade and clearly state which player(s) each team would give and receive. Think step by step through your analysis. After, write a detailed explanation on why the trade benefits both teams, what needs each team is addressing and why Team B is likely to accept the trade. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
