You are negotiating an NFL fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), rationale (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
TreVeyon Henderson | RB | 12.2
Roschon Johnson | RB | 5.3
Derrick Henry | RB | 16.2
Bijan Robinson | RB | 18.5
James Conner | RB | 14.1
Tyler Allgeier | RB | 5.6
Dylan Sampson | RB | 6.0
Jordan Mason | RB | 7.4
Tee Higgins | WR | 14.4
Tetairoa McMillan | WR | 12.4
Jayden Reed | WR | 11.0
Marvin Harrison Jr. | WR | 13.3
Rome Odunze | WR | 11.6
Terry McLaurin | WR | 14.3
Jalen Coker | WR | 5.0
Michael Wilson | WR | 6.9
Jonnu Smith | TE | 6.8
Elijah Arroyo | TE | 6.4
Darren Waller | TE | 7.2
Dallas Goedert | TE | 9.2
Matthew Stafford | QB | 15.3
Josh Allen | QB | 21.8
Kyler Murray | QB | 18.5
Cameron Ward | QB | 13.9

Team B Roster (name | pos | proj):
Will Shipley | RB | 3.7
Kenneth Walker III | RB | 13.7
Jonathan Taylor | RB | 16.2
Kaleb Johnson | RB | 10.7
Trey Benson | RB | 7.6
Ty Johnson | RB | 4.2
Cam Skattebo | RB | 7.8
Tyrone Tracy Jr. | RB | 11.0
CeeDee Lamb | WR | 17.4
Brandin Cooks | WR | 5.4
Wan'Dale Robinson | WR | 8.5
Dyami Brown | WR | 6.7
Darius Slayton | WR | 6.6
Jakobi Meyers | WR | 11.5
Calvin Ridley | WR | 11.8
Josh Downs | WR | 9.9
Juwan Johnson | TE | 5.6
Trey McBride | TE | 14.6
Pat Freiermuth | TE | 7.1
George Kittle | TE | 13.2
Dak Prescott | QB | 16.4
Justin Fields | QB | 15.8
Bryce Young | QB | 15.5
Bo Nix | QB | 18.8

Task: Propose a mutually beneficial trade. Infer what Team B might value from the rosters; do not state assumptions explicitly. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
