You are negotiating a fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), reasoning (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
Ray Davis | RB | 5.9
Isiah Pacheco | RB | 11.5
Brian Robinson Jr. | RB | 10.4
Rachaad White | RB | 8.1
James Cook | RB | 14.2
Christian McCaffrey | RB | 18.6
Jaylen Warren | RB | 11.0
Tyler Allgeier | RB | 5.6
Greg Dortch | WR | 3.9
Adonai Mitchell | WR | 5.1
Rashod Bateman | WR | 8.5
Courtland Sutton | WR | 12.9
Rashee Rice | WR | 6.7
Drake London | WR | 15.2
Jayden Reed | WR | 11.0
Alec Pierce | WR | 5.8
Mark Andrews | TE | 10.8
Trey McBride | TE | 14.6
Chig Okonkwo | TE | 7.0
Mason Taylor | TE | 7.0
Drake Maye | QB | 17.1
Brock Purdy | QB | 17.7
Matthew Stafford | QB | 15.3
Caleb Williams | QB | 16.1

Team B Roster (name | pos | proj):
Kendre Miller | RB | 3.5
RJ Harvey | RB | 11.8
Cam Skattebo | RB | 7.8
J.K. Dobbins | RB | 10.9
Rico Dowdle | RB | 5.1
Aaron Jones Sr. | RB | 11.5
Roschon Johnson | RB | 5.3
MarShawn Lloyd | RB | 3.3
Darnell Mooney | WR | 9.8
Calvin Ridley | WR | 11.8
Jakobi Meyers | WR | 11.5
Jaylin Noel | WR | 4.8
Wan'Dale Robinson | WR | 8.5
Ladd McConkey | WR | 14.6
Dyami Brown | WR | 6.7
Jalen Tolbert | WR | 4.3
Cade Otton | TE | 7.7
George Kittle | TE | 13.2
Dallas Goedert | TE | 9.2
Travis Kelce | TE | 11.0
Kyler Murray | QB | 18.5
Lamar Jackson | QB | 21.6
Trevor Lawrence | QB | 17.9
Josh Allen | QB | 21.8

Task: You are the manager of Team A in a fantasy football league. Your goal is to improve your team by proposing a trade with team B. Review both rosters and propose a trade that accomplishes your goal. Provide a detailed explanation for your trade. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
