You are negotiating an NFL fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), rationale (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
Isiah Pacheco | RB | 11.5
Cam Skattebo | RB | 7.8
Kyle Monangai | RB | 2.4
MarShawn Lloyd | RB | 3.3
Saquon Barkley | RB | 19.3
Rhamondre Stevenson | RB | 10.3
RJ Harvey | RB | 11.8
James Conner | RB | 14.1
Nick Westbrook-Ikhine | WR | 5.5
Amon-Ra St. Brown | WR | 16.9
Jack Bech | WR | 7.3
Matthew Golden | WR | 11.6
Dyami Brown | WR | 6.7
Demarcus Robinson | WR | 4.9
Ricky Pearsall | WR | 11.1
Jalen McMillan | WR | 9.2
Mike Gesicki | TE | 7.1
Tyler Higbee | TE | 6.7
Ja'Tavion Sanders | TE | 6.0
Trey McBride | TE | 14.6
Jayden Daniels | QB | 21.4
Tua Tagovailoa | QB | 15.5
Cameron Ward | QB | 13.9
Bryce Young | QB | 15.5

Team B Roster (name | pos | proj):
Alvin Kamara | RB | 14.7
Javonte Williams | RB | 8.8
Samaje Perine | RB | 3.5
Tank Bigsby | RB | 7.4
Rico Dowdle | RB | 5.1
Tyjae Spears | RB | 7.5
Zach Charbonnet | RB | 8.0
Tyrone Tracy Jr. | RB | 11.0
Marvin Harrison Jr. | WR | 13.3
Christian Kirk | WR | 7.8
Tee Higgins | WR | 14.4
Luther Burden III | WR | 7.8
Jerry Jeudy | WR | 12.4
Jakobi Meyers | WR | 11.5
Drake London | WR | 15.2
Justin Jefferson | WR | 18.4
Mark Andrews | TE | 10.8
Dalton Schultz | TE | 7.0
Tyler Warren | TE | 8.2
Brock Bowers | TE | 14.4
Justin Herbert | QB | 16.6
Matthew Stafford | QB | 15.3
Geno Smith | QB | 14.4
Baker Mayfield | QB | 19.2

Task: Propose a trade to maximize Team A's projected points. Do not consider Team B's perspective. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
