You are negotiating a fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), reasoning (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
Joe Mixon | RB | 8.9
Kyle Monangai | RB | 2.4
Austin Ekeler | RB | 8.2
Brian Robinson Jr. | RB | 10.4
James Conner | RB | 14.1
Josh Jacobs | RB | 15.5
Miles Sanders | RB | 4.0
Tyrone Tracy Jr. | RB | 11.0
Chris Godwin | WR | 4.8
Jameson Williams | WR | 12.6
Garrett Wilson | WR | 12.6
Jayden Reed | WR | 11.0
Michael Wilson | WR | 6.9
Calvin Austin III | WR | 5.5
Allen Lazard | WR | 4.4
Alec Pierce | WR | 5.8
David Njoku | TE | 10.6
Mike Gesicki | TE | 7.1
T.J. Hockenson | TE | 10.7
Jonnu Smith | TE | 6.8
Trevor Lawrence | QB | 17.9
Baker Mayfield | QB | 19.2
Patrick Mahomes II | QB | 19.9
Tua Tagovailoa | QB | 15.5

Team B Roster (name | pos | proj):
Samaje Perine | RB | 3.5
Jaylen Wright | RB | 5.0
Elijah Mitchell | RB | 2.7
Bijan Robinson | RB | 18.5
Nick Chubb | RB | 4.7
Woody Marks | RB | 3.3
Saquon Barkley | RB | 19.3
James Cook | RB | 14.2
Justin Jefferson | WR | 18.4
Ladd McConkey | WR | 14.6
Brandin Cooks | WR | 5.4
Tee Higgins | WR | 14.4
DeMario Douglas | WR | 7.6
Michael Pittman Jr. | WR | 10.3
Pat Bryant | WR | 4.5
Marquez Valdes-Scantling | WR | 4.5
Brenton Strange | TE | 7.7
Noah Fant | TE | 4.6
Chig Okonkwo | TE | 7.0
Zach Ertz | TE | 8.1
Jalen Hurts | QB | 22.0
Drake Maye | QB | 17.1
C.J. Stroud | QB | 16.2
Matthew Stafford | QB | 15.3

Task: You are the manager of Team A. Your goal is to improve Team A by proposing a mutually beneficial trade with Team B that Team B is likely to accept. Consider what team B needs or might accept. You may offer any players from your own team in exchange for players on Team B's roster. Carefully analyze both teams rosters, including positional strengths and weaknesses. Your trade should consider Team B's perspective which includes their positional needs and likely willingness to accept the trade and also be fair and realistic. Your task is to propose a trade and clearly state which player(s) each team would give and receive. Think step by step through your analysis. After, write a detailed explanation on why the trade benefits both teams, what needs each team is addressing and why Team B is likely to accept the trade. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
