You are negotiating a fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), reasoning (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
Jahmyr Gibbs | RB | 17.9
Jaydon Blue | RB | 5.3
De'Von Achane | RB | 17.1
Jaylen Warren | RB | 11.0
Isaac Guerendo | RB | 4.2
Elijah Mitchell | RB | 2.7
Bijan Robinson | RB | 18.5
Derrick Henry | RB | 16.2
Greg Dortch | WR | 3.9
Cedric Tillman | WR | 8.2
Jerry Jeudy | WR | 12.4
Nico Collins | WR | 15.9
Pat Bryant | WR | 4.5
Allen Lazard | WR | 4.4
Chris Godwin | WR | 4.8
Rashee Rice | WR | 6.7
Colston Loveland | TE | 7.8
Trey McBride | TE | 14.6
Michael Mayer | TE | 4.0
Mark Andrews | TE | 10.8
Dak Prescott | QB | 16.4
Drake Maye | QB | 17.1
Michael Penix Jr. | QB | 15.2
Jalen Hurts | QB | 22.0

Team B Roster (name | pos | proj):
Will Shipley | RB | 3.7
Alvin Kamara | RB | 14.7
Roschon Johnson | RB | 5.3
Brian Robinson Jr. | RB | 10.4
Nick Chubb | RB | 4.7
James Conner | RB | 14.1
Rhamondre Stevenson | RB | 10.3
Bucky Irving | RB | 16.3
Davante Adams | WR | 13.4
Rome Odunze | WR | 11.6
Brandin Cooks | WR | 5.4
Jalen Tolbert | WR | 4.3
Josh Downs | WR | 9.9
Wan'Dale Robinson | WR | 8.5
DeMario Douglas | WR | 7.6
Matthew Golden | WR | 11.6
Tyler Warren | TE | 8.2
Mike Gesicki | TE | 7.1
Tyler Conklin | TE | 4.9
Will Dissly | TE | 4.1
Caleb Williams | QB | 16.1
Bryce Young | QB | 15.5
Russell Wilson | QB | 15.4
Trevor Lawrence | QB | 17.9

Task: You are the manager of Team A. Your goal is to improve Team A by proposing a mutually beneficial trade with Team B that Team B is likely to accept. Consider what team B needs or might accept. You may offer any players from your own team in exchange for players on Team B's roster. Carefully analyze both teams rosters, including positional strengths and weaknesses. Your trade should consider Team B's perspective which includes their positional needs and likely willingness to accept the trade and also be fair and realistic. Your task is to propose a trade and clearly state which player(s) each team would give and receive. Think step by step through your analysis. After, write a detailed explanation on why the trade benefits both teams, what needs each team is addressing and why Team B is likely to accept the trade. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
