You are negotiating an NFL fantasy football trade for Team A. Strictly output a single-line JSON with keys: offer_from_A (list of names), ask_from_B (list of names), rationale (string). Names must exactly match the provided rosters. Keep the JSON minified with double quotes.

Team A Roster (name | pos | proj):
Isiah Pacheco | RB | 11.5
Kenneth Walker III | RB | 13.7
Isaac Guerendo | RB | 4.2
Tyler Allgeier | RB | 5.6
Roschon Johnson | RB | 5.3
J.K. Dobbins | RB | 10.9
Miles Sanders | RB | 4.0
Kaleb Johnson | RB | 10.7
Tee Higgins | WR | 14.4
Joshua Palmer | WR | 7.6
Jayden Higgins | WR | 9.5
CeeDee Lamb | WR | 17.4
Rashee Rice | WR | 6.7
Jaylen Waddle | WR | 11.7
Stefon Diggs | WR | 10.6
Jalen Tolbert | WR | 4.3
Colston Loveland | TE | 7.8
David Njoku | TE | 10.6
Ja'Tavion Sanders | TE | 6.0
Noah Gray | TE | 5.0
Jayden Daniels | QB | 21.4
Michael Penix Jr. | QB | 15.2
Josh Allen | QB | 21.8
Tua Tagovailoa | QB | 15.5

Team B Roster (name | pos | proj):
Derrick Henry | RB | 16.2
Justice Hill | RB | 6.1
MarShawn Lloyd | RB | 3.3
Joe Mixon | RB | 8.9
Breece Hall | RB | 12.7
Woody Marks | RB | 3.3
Bhayshul Tuten | RB | 4.9
Quinshon Judkins | RB | 5.0
Marquise Brown | WR | 10.1
Travis Hunter | WR | 12.7
Josh Reynolds | WR | 6.1
DJ Moore | WR | 13.1
Xavier Legette | WR | 7.4
Tyreek Hill | WR | 14.7
Adam Thielen | WR | 9.0
Jordan Whittington | WR | 4.9
Tyler Warren | TE | 8.2
Mark Andrews | TE | 10.8
Jonnu Smith | TE | 6.8
Zach Ertz | TE | 8.1
Justin Herbert | QB | 16.6
Anthony Richardson Sr. | QB | 13.8
C.J. Stroud | QB | 16.2
Bo Nix | QB | 18.8

Task: Propose a trade to maximize Team A's projected points. Do not consider Team B's perspective. You may trade any number of players. Trade must not include names outside rosters. Return JSON only, no prose.
